description,class,grouped_class
يتعلق بإعلان النتائج النهائية لإنتهاء دراسة التلاميذ المتمرنين في معهد تقنيات التخطيط والاقتصاد المطبق.,التهيئة العمرانية,البنية التحتية والتنمية العمرانية
يتضمن تعيين مدير التخطيط الفلاحي.,التهيئة العمرانية,البنية التحتية والتنمية العمرانية
يتضمن تكوين اللجنة المتساوية الأعضاء لسلك أعوان المكتب بوزارة التخطيط والتهيئة العمرانية.,التهيئة العمرانية,البنية التحتية والتنمية العمرانية
تتضمن الترخيص لمؤسسات في ممارسة نشاطاتها بعنوان قانون الإستثمارات.,التهيئة العمرانية,البنية التحتية والتنمية العمرانية
يتضمن إعلان نتائج الإمتحان المهني للدخول في سلك الملحقين في الإحصائيات والتخطيط.,التهيئة العمرانية,البنية التحتية والتنمية العمرانية
يتضمن إجراء مسابقة على أساس الشهادات لتوظيف مهندسي التطبيق في الإحصائيات بوزارة التخطيط والتهيئة العمرانية.,التهيئة العمرانية,البنية التحتية والتنمية العمرانية
يتضمن إجراء مسابقة على أساس الشهادات لتوظيف محللي الإقتصاد بوزارة التخطيط والتهيئة العمرانية.,التهيئة العمرانية,البنية التحتية والتنمية العمرانية
يتضمن تنظيم مسابقة وفتحها للدخول إلى المعهد التقني للتخطيط والاقتصاد المطبق لتكوين مهندسين في تطبيق الإحصائيات ومحللين اقتصاديين.,التهيئة العمرانية,البنية التحتية والتنمية العمرانية
يعدل ويتمم المرسوم رقم 81-262 المؤرخ في 27 ذي القعدة عام 1401 الموافق 26 سبتمبر سنة 1981 والمتضمن تنظيم الإدارة المركزية لوزارة التخطيط والتهيئة العمرانية.,التهيئة العمرانية,البنية التحتية والتنمية العمرانية
يتضمن إجراء مسابقة للدخول إلى معهد تقنيات التخطيط والاقتصاد المطبق.,التهيئة العمرانية,البنية التحتية والتنمية العمرانية
يتضمن إعلان النتائج النهائية لنهاية الدروس الخاصة بالتلاميذ المتمرنين بمعهد تقنيات التخطيط والاقتصاد المطبق.,التهيئة العمرانية,البنية التحتية والتنمية العمرانية
يحدد صلاحيات وزير التخطيط والتهيئة العمرانية.,التهيئة العمرانية,البنية التحتية والتنمية العمرانية
